employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-87460336,Omaja,Ratti,Female,Kerala,Kozhikode,2020-11-24,Operations,Logistics Coordinator,Bachelor,365851,Good,No,1981-01-29,
00-33584929,Dev,Singhal,Female,Maharashtra,Nagpur,2024-10-20,Operations,Inventory Specialist,High School,346896,Satisfactory,No,1985-12-07,
00-11055438,Veda,Bhattacharyya,Female,West Bengal,Durgapur,2017-10-27,Operations,Logistics Coordinator,Bachelor,318063,Excellent,No,2004-06-18,
00-13971230,Zaitra,Date,Female,Karnataka,Mangalore,2023-09-29,Operations,Inventory Specialist,Bachelor,325076,Good,Yes,1982-07-02,
00-86321420,Aarna,Yohannan,Male,Karnataka,Mangalore,2023-08-11,Customer Service,Support Specialist,Bachelor,351743,Good,No,1973-11-04,
00-45720850,Benjamin,Agate,Female,Maharashtra,Mumbai,2017-12-03,Customer Service,Support Specialist,Bachelor,324011,Good,No,1973-06-28,
00-76498932,Nandini,Shenoy,Male,Maharashtra,Nagpur,2023-11-20,Customer Service,Help Desk Technician,Bachelor,446224,Satisfactory,No,1996-03-06,
00-83332162,Maanav,Chatterjee,Male,Karnataka,Mysuru,2015-04-16,Operations,Operations Analyst,Master,377221,Good,Yes,1966-05-17,
00-72351263,Fariq,Savant,Female,Uttar Pradesh,Lucknow,2023-04-16,Sales,Sales Consultant,PhD,483015,Good,Yes,1991-11-24,
00-20789101,Odika,Varughese,Female,Maharashtra,Mumbai,2019-11-26,Operations,Operations Analyst,Bachelor,403482,Good,No,1995-07-04,
00-15279811,Henry,Kara,Female,West Bengal,Kolkata,2023-11-23,Customer Service,Customer Service Representative,High School,358259,Satisfactory,No,1962-08-08,
00-14415512,Eta,Goyal,Male,Karnataka,Mangalore,2017-12-23,Sales,Sales Manager,Master,774684,Good,No,1966-11-02,
00-34796678,Meera,Puri,Female,Maharashtra,Nagpur,2019-04-13,IT,System Administrator,Bachelor,579943,Good,Yes,1966-01-31,
00-44065154,Pahal,Yohannan,Female,Punjab,Jalandhar,2024-08-27,HR,Recruiter,Bachelor,287555,Good,No,1963-11-18,
00-40048229,Yuvraj,Randhawa,Female,Tamil Nadu,Madurai,2023-09-28,Customer Service,Support Specialist,Bachelor,379202,Good,No,1962-05-15,
00-85591614,Ria,Muni,Female,West Bengal,Howrah,2017-12-28,Sales,Sales Consultant,Master,622903,Good,No,1972-11-08,
00-42435858,Yashawini,Raj,Female,Karnataka,Bengaluru,2024-08-08,Finance,Financial Analyst,Master,534290,Good,Yes,1998-03-22,
00-39835580,Devika,Chana,Female,Maharashtra,Pune,2024-05-07,IT,IT Support Specialist,High School,271176,Satisfactory,No,1974-01-13,
00-63378193,Harini,Lal,Female,Maharashtra,Pune,2022-05-02,IT,IT Support Specialist,Bachelor,351304,Good,No,1979-02-01,
00-18169239,Chandran,Choudhry,Male,Karnataka,Mysuru,2017-02-18,Operations,Operations Manager,Bachelor,522705,Good,Yes,1994-04-25,
00-92241666,Krishna,Gole,Male,Maharashtra,Mumbai,2023-01-23,Sales,Sales Specialist,Master,483691,Excellent,No,1998-01-19,
00-24592917,Vanya,Patel,Female,Maharashtra,Nagpur,2022-04-06,HR,Recruiter,High School,408435,Good,Yes,1982-05-01,
00-91162973,Lakshmi,Basu,Male,Delhi,Rohini,2017-05-17,IT,IT Support Specialist,High School,369448,Good,No,1970-06-25,
00-31206894,Ishaan,Bobal,Male,Delhi,Dwarka,2024-07-03,Sales,Sales Specialist,Master,337640,Good,No,1989-11-02,
00-82600803,Farhan,Sami,Female,Maharashtra,Pune,2023-09-23,Operations,Operations Analyst,Master,445546,Good,No,1968-05-05,
00-25820638,David,Karan,Male,Karnataka,Mangalore,2023-11-20,Operations,Operations Analyst,Bachelor,449559,Satisfactory,Yes,1990-02-22,
00-97539138,Megha,Johal,Male,Tamil Nadu,Chennai,2015-06-13,Operations,Logistics Coordinator,Bachelor,416079,Good,No,1973-07-19,
00-67611344,Dipta,Kothari,Female,Delhi,Dwarka,2016-06-08,Operations,Logistics Coordinator,Bachelor,378378,Satisfactory,No,1961-03-12,
00-66342092,Jeremiah,Chaudhry,Female,Karnataka,Bengaluru,2019-07-19,Marketing,Marketing Coordinator,Bachelor,374493,Satisfactory,No,1965-09-06,
00-33037865,Abha,Narang,Male,West Bengal,Howrah,2019-05-25,Operations,Inventory Specialist,Bachelor,374602,Good,Yes,1990-06-22,
00-96506181,Daksh,Raghavan,Female,Kerala,Kozhikode,2018-07-08,Customer Service,Customer Service Representative,High School,310471,Good,Yes,1983-07-19,
00-75666288,Abhimanyu,Bawa,Female,Maharashtra,Mumbai,2017-01-10,Customer Service,Support Specialist,High School,358260,Satisfactory,Yes,1989-05-29,
00-88703145,Charvi,Deshpande,Female,Delhi,Dwarka,2018-04-27,Sales,Sales Specialist,Master,391320,Good,Yes,1974-01-08,
00-10076576,Zashil,Gola,Female,Delhi,Rohini,2020-01-19,Operations,Operations Analyst,Bachelor,381914,Good,No,1990-12-01,
00-50446864,Chaaya,Puri,Male,Delhi,Dwarka,2023-05-26,Operations,Logistics Coordinator,Bachelor,345624,Satisfactory,Yes,1962-02-21,
00-76459478,Anusha,Saran,Female,Delhi,New Delhi,2024-06-16,Operations,Inventory Specialist,Bachelor,360668,Good,Yes,1979-06-16,
00-12912578,Widisha,Roy,Male,Maharashtra,Nagpur,2017-01-20,Operations,Inventory Specialist,Bachelor,330523,Good,No,1997-08-09,
00-99269195,Eta,Sarin,Male,Maharashtra,Pune,2022-04-12,Sales,Sales Representative,Bachelor,484509,Good,Yes,1969-03-31,
00-33052880,Neel,Atwal,Male,Tamil Nadu,Coimbatore,2020-11-14,Operations,Inventory Specialist,High School,369145,Good,Yes,1974-06-09,
00-20436008,Deepa,Murty,Male,Delhi,Dwarka,2023-06-14,Sales,Sales Consultant,PhD,625230,Good,No,1979-05-19,
00-41970207,Januja,Suri,Male,Maharashtra,Mumbai,2021-10-21,Operations,Logistics Coordinator,Bachelor,369856,Excellent,No,1975-01-02,
00-82774717,Saanvi,Oak,Male,Punjab,Ludhiana,2020-07-27,Operations,Logistics Coordinator,Bachelor,394810,Satisfactory,No,1992-12-02,
00-40221880,Ayush,Seshadri,Male,West Bengal,Durgapur,2017-10-31,Operations,Logistics Coordinator,Bachelor,354167,Satisfactory,No,1998-03-16,
00-35827317,Darika,Nagar,Female,Maharashtra,Nagpur,2017-03-27,Customer Service,Support Specialist,Bachelor,348463,Good,No,1966-08-31,
00-32518072,Rehaan,Toor,Male,Delhi,New Delhi,2017-11-09,Operations,Inventory Specialist,High School,326029,Good,No,1994-11-19,
00-30664729,Ayush,Sandal,Male,Delhi,New Delhi,2023-02-20,Operations,Logistics Coordinator,Bachelor,335802,Good,No,1987-10-06,
00-54477708,Xavier,Pingle,Male,Punjab,Amritsar,2018-04-11,Operations,Inventory Specialist,Bachelor,389942,Needs Improvement,Yes,1979-01-24,
00-92972295,Nidhi,Raj,Male,West Bengal,Howrah,2023-11-01,Operations,Operations Analyst,Master,365755,Good,Yes,1992-03-01,
00-48074872,Kalpit,Gour,Female,Maharashtra,Pune,2018-10-27,Customer Service,Support Specialist,Bachelor,358689,Good,Yes,2002-07-13,
00-14481563,Omya,Nayar,Male,Maharashtra,Mumbai,2017-09-30,Sales,Sales Specialist,Master,321673,Satisfactory,No,1987-01-31,
00-77685146,Bimala,Bhagat,Female,Delhi,Dwarka,2023-02-12,Sales,Sales Representative,Bachelor,313152,Good,No,1963-03-04,
00-37937587,Mekhala,Natt,Female,Delhi,Dwarka,2021-08-23,Sales,Sales Specialist,Bachelor,486887,Satisfactory,No,1987-04-30,
00-31770277,Idika,Karnik,Male,Karnataka,Mysuru,2017-12-26,Operations,Operations Manager,Bachelor,684833,Good,No,1976-03-01,
00-31905860,Chatresh,Andra,Female,Maharashtra,Nagpur,2020-09-26,Customer Service,Help Desk Technician,Bachelor,402768,Excellent,No,1988-11-24,
00-82129095,Pavani,Dyal,Female,Karnataka,Bengaluru,2015-11-29,Marketing,Content Creator,Bachelor,366206,Satisfactory,No,1962-01-20,
00-82258236,Rachit,Dani,Male,Karnataka,Mysuru,2024-03-08,Operations,Logistics Coordinator,Bachelor,310093,Needs Improvement,No,1995-04-03,
00-26955135,Max,Menon,Female,Maharashtra,Nagpur,2023-03-12,Operations,Operations Analyst,Bachelor,288283,Good,Yes,1987-05-19,
00-46268695,Siya,Sangha,Male,Uttar Pradesh,Varanasi,2016-12-08,Operations,Logistics Coordinator,Bachelor,309679,Good,No,1984-06-16,
00-69637099,Vanya,Som,Male,Karnataka,Mangalore,2023-05-01,Finance,Financial Analyst,Bachelor,489197,Good,No,1975-05-04,
00-52017788,Nandini,Desai,Female,Tamil Nadu,Chennai,2023-10-24,Customer Service,Customer Service Representative,Bachelor,311582,Satisfactory,Yes,2002-10-27,
00-92515458,Diya,Bhavsar,Female,West Bengal,Durgapur,2017-06-01,Operations,Logistics Coordinator,Bachelor,303146,Satisfactory,No,1986-08-10,
00-29145211,Ayaan,Chawla,Male,West Bengal,Kolkata,2017-01-31,Operations,Inventory Specialist,High School,376851,Satisfactory,No,1981-06-09,
00-36586910,Peter,Mand,Female,Maharashtra,Pune,2016-10-02,Operations,Logistics Coordinator,Bachelor,323680,Good,Yes,1989-10-10,
00-88919775,Harish,Chanda,Male,West Bengal,Kolkata,2018-05-25,Operations,Inventory Specialist,Bachelor,378289,Needs Improvement,No,1974-03-27,
00-11998162,Yahvi,Krishnamurthy,Female,Karnataka,Bengaluru,2018-07-27,Operations,Inventory Specialist,Bachelor,333141,Satisfactory,No,1971-06-24,
00-45997422,Zansi,Rama,Male,Uttar Pradesh,Varanasi,2021-01-24,Operations,Logistics Coordinator,Bachelor,329071,Excellent,Yes,1984-08-02,
00-70147892,Abeer,Yadav,Female,Maharashtra,Pune,2018-01-06,IT,IT Support Specialist,High School,312854,Needs Improvement,Yes,1993-05-15,
00-27775673,Hritik,Som,Male,Tamil Nadu,Chennai,2017-08-17,Customer Service,Support Specialist,Bachelor,365870,Good,No,1974-05-13,
00-40746598,Zaitra,Randhawa,Male,Maharashtra,Mumbai,2016-07-05,Operations,Inventory Specialist,High School,373099,Satisfactory,Yes,1989-08-02,
00-63792086,Warda,Datta,Male,West Bengal,Howrah,2016-03-17,IT,IT Support Specialist,Bachelor,368823,Satisfactory,No,1997-01-16,
00-46784982,Fariq,Ghose,Female,Kerala,Kozhikode,2019-08-13,Operations,Logistics Coordinator,Bachelor,336494,Good,No,1970-09-12,
00-78276013,Ishita,Sawhney,Male,Delhi,Dwarka,2021-12-28,Customer Service,Customer Service Representative,High School,366855,Satisfactory,No,1975-05-14,
00-61418159,Agastya,Mahajan,Male,Delhi,Rohini,2016-06-22,Marketing,SEO Specialist,High School,414183,Satisfactory,Yes,2004-06-25,
00-13409779,Krishna,Rege,Female,Delhi,Dwarka,2023-11-04,IT,Software Developer,Master,474692,Good,No,1984-07-15,
00-70205894,Adya,Gala,Female,Maharashtra,Pune,2023-09-06,Operations,Inventory Specialist,Bachelor,335231,Excellent,No,1977-05-12,
00-10605250,Pavani,Borra,Male,Karnataka,Mysuru,2020-02-27,IT,Software Developer,Master,515918,Good,Yes,1985-08-17,
00-81544236,Indrajit,Gala,Male,Tamil Nadu,Madurai,2023-01-21,Operations,Inventory Specialist,High School,283502,Satisfactory,No,1966-03-18,
00-28445351,Samar,Wadhwa,Male,Maharashtra,Pune,2017-04-08,Operations,Inventory Specialist,High School,298913,Good,No,2004-12-14,
00-24212949,Veer,Srinivas,Male,Maharashtra,Nagpur,2016-05-12,Sales,Sales Representative,Bachelor,440153,Satisfactory,No,1960-08-26,
00-54542152,Vedant,Sani,Female,Karnataka,Mangalore,2018-05-15,Operations,Inventory Specialist,High School,274095,Good,No,1990-08-28,
00-46360358,Libni,Walia,Female,West Bengal,Kolkata,2017-01-19,Marketing,Content Creator,High School,293004,Satisfactory,No,1971-06-25,
00-88099509,Triya,Palla,Male,Maharashtra,Nagpur,2021-11-15,Operations,Inventory Specialist,High School,347873,Needs Improvement,Yes,1995-03-05,
00-99414559,Om,Pillay,Female,Delhi,Dwarka,2023-04-13,Finance,Finance Manager,Master,881327,Good,No,1971-04-30,
00-69272776,Yoshita,Gill,Male,Karnataka,Mangalore,2019-05-01,Sales,Sales Representative,Bachelor,343556,Good,Yes,1966-05-04,
00-95592155,Joshua,Dasgupta,Male,Tamil Nadu,Chennai,2017-09-18,Sales,Sales Specialist,PhD,509944,Satisfactory,No,1970-08-12,
00-27025492,Viraj,Thakur,Female,Maharashtra,Mumbai,2018-05-06,Marketing,Marketing Coordinator,Bachelor,324714,Satisfactory,No,2003-07-05,
00-27621753,Zehaan,Pathak,Male,Uttar Pradesh,Lucknow,2017-11-06,Operations,Logistics Coordinator,Bachelor,303763,Satisfactory,No,1992-04-25,
00-83183047,Amrita,Batta,Female,Delhi,Dwarka,2017-01-13,Operations,Logistics Coordinator,Bachelor,280833,Good,No,1995-06-22,
00-53128998,Pushti,Kumar,Female,Maharashtra,Pune,2022-04-29,Operations,Inventory Specialist,High School,283002,Good,Yes,1997-05-02,
00-24691650,Jhalak,Mangal,Female,Uttar Pradesh,Lucknow,2020-09-10,Sales,Sales Representative,Bachelor,307361,Excellent,No,1973-02-17,
00-50602354,Unni,Nigam,Male,Maharashtra,Pune,2023-10-15,Sales,Sales Representative,Bachelor,418484,Needs Improvement,No,1962-08-07,
00-15562968,Madhav,Hegde,Female,Tamil Nadu,Chennai,2019-11-25,Marketing,Marketing Coordinator,Bachelor,362341,Needs Improvement,No,1965-08-03,
00-87118971,Faraj,Choudhury,Male,Maharashtra,Nagpur,2017-02-24,Customer Service,Support Specialist,High School,361586,Excellent,Yes,1996-04-13,
00-32837888,Rishi,Dube,Female,Maharashtra,Pune,2020-12-28,Sales,Sales Representative,Bachelor,404802,Satisfactory,Yes,1970-10-01,
00-57552019,Sara,Mangal,Female,Karnataka,Mysuru,2016-10-25,Customer Service,Support Specialist,Bachelor,310208,Satisfactory,No,2000-09-28,
00-32270634,Vyanjana,Chad,Female,Maharashtra,Nagpur,2018-06-25,Operations,Inventory Specialist,High School,351716,Excellent,Yes,1982-11-02,
00-99323531,Raksha,Rao,Male,Uttar Pradesh,Varanasi,2017-10-24,IT,Software Developer,Bachelor,659398,Good,No,1983-05-14,
00-17694709,Samuel,Kibe,Male,West Bengal,Kolkata,2023-09-16,Operations,Inventory Specialist,High School,386489,Good,No,1965-12-26,
00-77572744,Chaaya,Ganesan,Male,Maharashtra,Mumbai,2023-07-10,Marketing,Marketing Coordinator,Bachelor,319343,Good,Yes,1993-01-11,
00-80771894,Omkaar,Balasubramanian,Female,Maharashtra,Mumbai,2020-03-15,IT,IT Support Specialist,Bachelor,334461,Needs Improvement,Yes,1963-05-18,
00-33058100,Ladli,Gara,Female,Maharashtra,Pune,2024-11-14,Customer Service,Support Specialist,High School,346790,Good,Yes,1991-03-23,
00-68685777,Elijah,Soman,Female,Maharashtra,Mumbai,2022-05-18,Customer Service,Support Specialist,Bachelor,341896,Good,No,1992-04-28,
00-64295203,Advik,Bhat,Female,Maharashtra,Pune,2023-11-08,IT,Software Developer,Master,659655,Satisfactory,No,1979-12-05,
00-78171248,Ekalinga,Ram,Female,Punjab,Amritsar,2017-04-06,Operations,Logistics Coordinator,Bachelor,365458,Satisfactory,No,1982-03-20,
00-98377293,Benjamin,Kumer,Female,Karnataka,Bengaluru,2020-05-07,IT,Software Developer,Bachelor,565008,Satisfactory,No,1998-01-22,
00-50955675,Robert,Bali,Female,Punjab,Jalandhar,2024-05-30,Operations,Inventory Specialist,High School,314103,Satisfactory,No,1963-09-15,
00-52799635,Victor,Nair,Male,Maharashtra,Nagpur,2022-10-07,Operations,Inventory Specialist,Bachelor,377712,Needs Improvement,No,1989-08-28,
00-88598201,Yahvi,Dhillon,Male,Delhi,Dwarka,2019-04-14,Sales,Sales Consultant,Master,397900,Good,No,1972-12-04,
00-33167793,Veer,Narayanan,Male,Uttar Pradesh,Varanasi,2017-11-26,Operations,Inventory Specialist,High School,389135,Satisfactory,No,1971-11-09,
00-24265941,Victor,Mody,Female,Tamil Nadu,Coimbatore,2020-01-05,Sales,Sales Representative,Bachelor,335418,Satisfactory,Yes,1987-08-05,
00-99078726,Balendra,Chawla,Male,Delhi,Dwarka,2024-07-18,Customer Service,Support Specialist,High School,348467,Good,No,1998-12-23,
00-50248639,Ekapad,Randhawa,Female,West Bengal,Kolkata,2019-06-21,Marketing,Marketing Coordinator,Bachelor,297908,Excellent,No,1982-02-02,
00-35327280,Urvi,Tiwari,Male,Tamil Nadu,Coimbatore,2020-04-21,Sales,Sales Specialist,Master,541252,Satisfactory,No,1992-08-09,
00-96720635,Yoshita,Bhavsar,Male,Maharashtra,Mumbai,2015-11-24,Marketing,Content Creator,High School,359799,Needs Improvement,No,1971-08-12,
00-31813769,Pavani,Pai,Male,Karnataka,Bengaluru,2017-03-08,Sales,Sales Consultant,Bachelor,630380,Good,No,1987-10-04,
00-48584041,Arya,Kumar,Female,Delhi,Dwarka,2020-04-08,Sales,Sales Consultant,PhD,501419,Good,No,1967-09-14,
00-11536077,Jagvi,Lal,Female,Tamil Nadu,Chennai,2023-04-12,Customer Service,Support Specialist,Bachelor,293545,Good,Yes,1994-01-22,
00-97929289,Prisha,Bera,Female,West Bengal,Howrah,2019-11-17,IT,IT Support Specialist,Bachelor,364717,Good,No,1975-03-01,
00-69509996,Shivansh,Warrior,Female,Delhi,New Delhi,2015-12-08,Operations,Logistics Coordinator,Bachelor,385573,Good,Yes,1979-01-09,
00-10033114,Janaki,Bhatti,Male,Karnataka,Bengaluru,2017-07-04,Customer Service,Customer Service Representative,High School,350996,Excellent,No,1985-09-24,
00-17061921,Teerth,Seshadri,Female,Maharashtra,Nagpur,2024-09-30,IT,Software Developer,Bachelor,600331,Good,Yes,1979-07-11,
00-36065795,Hredhaan,Aurora,Female,Maharashtra,Pune,2017-09-07,Finance,Accountant,Bachelor,303176,Needs Improvement,No,1980-01-26,
00-48257465,Ekani,Khosla,Male,Uttar Pradesh,Varanasi,2021-09-07,Customer Service,Support Specialist,High School,366614,Good,Yes,1989-02-14,
00-41084734,Jatin,Din,Female,Delhi,Dwarka,2021-07-28,Customer Service,Support Specialist,Bachelor,298633,Excellent,No,1999-08-06,
00-21328270,Tanmayi,Thakkar,Male,Delhi,Rohini,2020-07-18,IT,Software Developer,Bachelor,619318,Satisfactory,No,1983-08-14,
00-36949872,Aadhya,Yohannan,Female,Maharashtra,Nagpur,2020-10-12,Customer Service,Customer Service Representative,Bachelor,262688,Satisfactory,No,2003-03-20,
00-31518068,Libni,Sandal,Male,Delhi,Dwarka,2017-08-16,Sales,Sales Specialist,Bachelor,413421,Good,No,1991-08-05,
00-21655936,Yoshita,Dubey,Male,Tamil Nadu,Madurai,2024-12-09,Customer Service,Customer Service Representative,Bachelor,376792,Good,Yes,2003-05-26,
00-10776989,Darsh,Mohan,Female,Tamil Nadu,Coimbatore,2022-05-03,HR,HR Assistant,Bachelor,289894,Satisfactory,Yes,1992-02-08,
00-80984616,Vasana,Deol,Female,Maharashtra,Mumbai,2017-11-22,Customer Service,Customer Service Manager,PhD,585564,Good,No,1970-11-12,
00-15002545,Varenya,Cheema,Female,Uttar Pradesh,Kanpur,2018-04-17,Customer Service,Help Desk Technician,Bachelor,395525,Needs Improvement,No,1965-01-23,
00-24884380,Shivani,Devan,Male,Delhi,Dwarka,2024-04-08,HR,HR Coordinator,Bachelor,314003,Good,Yes,1986-06-20,
00-17367600,Krisha,Kaul,Male,Maharashtra,Pune,2019-01-15,Customer Service,Help Desk Technician,High School,404887,Good,No,2004-11-28,
00-27421340,Gaurav,Zachariah,Male,Tamil Nadu,Chennai,2019-10-18,Finance,Accountant,Bachelor,355615,Excellent,No,1980-11-25,
00-80561155,Lakshmi,Krishnan,Male,Maharashtra,Mumbai,2022-03-09,Customer Service,Help Desk Technician,Bachelor,353837,Good,No,1994-05-18,
00-11976405,Amrita,Deo,Female,Maharashtra,Nagpur,2020-12-17,Customer Service,Support Specialist,High School,376279,Excellent,No,1980-06-03,
00-33281964,Samar,Kara,Male,Maharashtra,Pune,2017-08-19,IT,Software Developer,Master,527865,Good,No,1980-09-14,
00-69685669,Shivani,Gaba,Male,Maharashtra,Pune,2023-07-22,IT,System Administrator,Bachelor,624331,Good,No,1964-04-08,
00-39921345,Warinder,Khanna,Female,Maharashtra,Mumbai,2022-08-09,Sales,Sales Consultant,Master,422486,Good,No,1984-12-04,
00-36605629,Harshil,Dora,Male,Maharashtra,Pune,2023-02-13,Operations,Logistics Coordinator,Bachelor,384484,Good,Yes,2000-03-08,
00-96290472,Xalak,Balan,Female,Maharashtra,Mumbai,2024-06-01,Customer Service,Customer Service Representative,Bachelor,368603,Needs Improvement,No,1985-03-27,
00-47998956,Naksh,Kade,Male,Punjab,Amritsar,2022-03-08,Operations,Inventory Specialist,High School,338747,Excellent,No,1997-11-28,
00-28416939,Zansi,Varma,Female,Maharashtra,Mumbai,2024-12-24,Operations,Inventory Specialist,High School,342554,Good,No,1982-07-22,
00-62222696,Chandran,Kala,Female,Karnataka,Mysuru,2018-03-07,Customer Service,Support Specialist,High School,386106,Excellent,No,1977-08-20,
00-36390882,Madhav,Dara,Male,Delhi,Rohini,2019-01-18,Sales,Sales Consultant,Bachelor,599567,Satisfactory,No,1988-06-08,
00-98381347,Jackson,Aurora,Female,Tamil Nadu,Coimbatore,2023-03-13,Operations,Inventory Specialist,Bachelor,383317,Good,No,1984-05-01,
00-73969348,Victor,Gill,Male,Delhi,New Delhi,2024-12-11,Sales,Sales Consultant,Master,468727,Good,No,1963-09-18,
00-37974764,Aarnav,Babu,Female,Punjab,Jalandhar,2023-01-25,Customer Service,Customer Service Representative,Bachelor,288521,Good,No,1967-08-07,
00-34167344,Libni,Shenoy,Male,Karnataka,Mysuru,2021-06-18,Marketing,SEO Specialist,Bachelor,379998,Good,No,1993-12-31,
00-47237796,Ladli,Contractor,Male,Maharashtra,Nagpur,2023-01-18,Operations,Inventory Specialist,High School,339396,Satisfactory,No,1991-05-11,
00-53995738,Ayushman,Trivedi,Female,Tamil Nadu,Chennai,2023-11-23,Operations,Logistics Coordinator,Bachelor,299300,Satisfactory,No,1969-04-08,
00-83884042,Vasana,Raju,Male,Tamil Nadu,Chennai,2019-02-17,Customer Service,Help Desk Technician,Bachelor,309788,Good,No,2001-12-06,
00-76359158,Advay,Chacko,Female,Karnataka,Mysuru,2021-11-14,Sales,Sales Representative,Bachelor,421934,Good,No,1965-04-01,
00-33143904,Chakrika,Gulati,Male,Kerala,Kozhikode,2017-05-25,Customer Service,Customer Service Manager,Master,460846,Good,No,1971-01-19,
00-32642542,Leela,Chander,Female,Delhi,Dwarka,2017-04-23,Customer Service,Customer Service Representative,Bachelor,290747,Good,No,1996-02-16,
00-51292413,David,Keer,Male,Maharashtra,Nagpur,2017-12-15,Operations,Logistics Coordinator,Bachelor,413359,Good,No,1980-05-19,
00-76600213,Bimala,Nagar,Male,Tamil Nadu,Madurai,2017-09-10,Operations,Operations Analyst,Bachelor,444181,Good,No,1997-04-18,
00-67498960,Yagnesh,Chada,Male,Tamil Nadu,Coimbatore,2023-08-17,Sales,Sales Consultant,Master,480003,Satisfactory,Yes,1965-09-19,
00-62173273,Yashvi,Batta,Female,Tamil Nadu,Chennai,2020-11-01,Customer Service,Support Specialist,High School,307155,Satisfactory,No,1982-05-20,
00-11446903,Vasudha,Majumdar,Male,Maharashtra,Pune,2017-06-13,Marketing,Marketing Coordinator,Bachelor,310889,Good,No,1990-04-01,
00-81949589,Lakshit,Hayer,Female,Delhi,Dwarka,2018-05-03,Sales,Sales Representative,Bachelor,390215,Good,No,1983-01-04,
00-28363062,Dayamai,Rege,Male,Kerala,Kozhikode,2019-12-03,IT,IT Support Specialist,Bachelor,376822,Satisfactory,Yes,1974-01-25,
00-47698267,Diya,Chaudhari,Male,Maharashtra,Pune,2022-01-14,Marketing,Marketing Manager,Bachelor,737872,Good,Yes,1966-09-05,
00-79218457,Aarush,Issac,Male,Punjab,Ludhiana,2019-10-12,Sales,Sales Consultant,PhD,410535,Good,Yes,1971-12-14,
00-18485147,Anay,Shankar,Female,Karnataka,Bengaluru,2022-11-21,Operations,Logistics Coordinator,Bachelor,292323,Good,Yes,1988-09-04,
00-55486864,Netra,Gopal,Female,Maharashtra,Pune,2017-01-02,Customer Service,Support Specialist,Bachelor,315740,Good,No,2005-01-02,
00-52003746,Kala,Mallick,Female,Delhi,New Delhi,2019-05-08,Operations,Inventory Specialist,Bachelor,333667,Good,No,2000-12-05,
00-22263507,Ladli,Sarma,Female,Maharashtra,Nagpur,2019-11-20,Operations,Inventory Specialist,Bachelor,357064,Good,Yes,2000-05-16,
00-53122422,Falan,Narula,Female,Maharashtra,Pune,2023-01-08,Finance,Accountant,Bachelor,345589,Good,No,1974-04-16,
00-14362261,Chakradhar,Sarin,Male,Kerala,Kozhikode,2020-06-17,Operations,Logistics Coordinator,Bachelor,348336,Satisfactory,No,1961-05-02,
00-81622676,Madhavi,Sami,Male,West Bengal,Kolkata,2016-04-14,Customer Service,Help Desk Technician,High School,328989,Good,No,1972-03-22,
00-16698934,George,Borah,Male,Maharashtra,Nagpur,2018-01-06,Sales,Sales Specialist,Bachelor,508723,Satisfactory,No,1972-01-27,
00-65105128,Maya,Prabhakar,Female,Karnataka,Mysuru,2022-04-27,Customer Service,Support Specialist,Bachelor,321446,Good,Yes,1998-03-20,
00-71151032,Gabriel,Chana,Female,Maharashtra,Pune,2020-09-30,HR,HR Coordinator,Master,321655,Good,No,1982-03-02,
00-47018238,Umang,Manda,Male,Karnataka,Mysuru,2017-01-01,Customer Service,Customer Service Representative,Bachelor,346093,Needs Improvement,No,2002-03-06,
00-60355335,Sanya,Naik,Male,Maharashtra,Mumbai,2016-02-09,IT,IT Support Specialist,Bachelor,363080,Satisfactory,No,1984-01-07,
00-97486496,Mohini,Luthra,Female,Kerala,Kochi,2024-10-26,Operations,Logistics Coordinator,Bachelor,354740,Satisfactory,Yes,1985-01-17,
00-44414393,Upasna,Barman,Female,Maharashtra,Mumbai,2023-07-23,Sales,Sales Specialist,PhD,468690,Satisfactory,No,1975-10-31,
00-62036138,Alexander,Pillai,Female,Kerala,Kozhikode,2022-10-28,Marketing,Marketing Coordinator,Bachelor,327032,Satisfactory,Yes,1976-12-13,
00-19011856,Robert,Sani,Female,Tamil Nadu,Chennai,2018-06-12,Sales,Sales Specialist,Master,359533,Satisfactory,No,1974-05-31,
00-21694111,Samaksh,Menon,Female,Delhi,Rohini,2020-08-03,Marketing,Marketing Coordinator,Bachelor,323922,Good,No,1985-06-11,
00-91729035,Lohit,Purohit,Male,Delhi,Rohini,2020-07-26,Customer Service,Support Specialist,High School,336883,Excellent,No,1984-12-23,
00-70775326,Nidhi,Dutta,Male,Maharashtra,Mumbai,2019-05-31,Finance,Accountant,Bachelor,337658,Good,No,1963-07-16,
00-87425465,Tripti,Aurora,Male,Maharashtra,Mumbai,2023-07-25,Sales,Sales Specialist,Bachelor,488800,Excellent,No,1989-06-01,
00-79393678,Vivaan,Zacharia,Male,West Bengal,Durgapur,2018-06-18,Operations,Inventory Specialist,Bachelor,404916,Good,Yes,1990-02-14,
00-70991492,Zinal,Dani,Female,Karnataka,Mysuru,2021-07-03,Sales,Sales Consultant,PhD,485253,Needs Improvement,Yes,1998-01-22,
00-12742587,Vedhika,Bora,Female,Tamil Nadu,Madurai,2017-05-22,Sales,Sales Specialist,Master,545474,Good,No,1975-05-27,
00-65283939,Azaan,Prabhakar,Female,Delhi,Dwarka,2022-11-08,Customer Service,Support Specialist,High School,330144,Excellent,Yes,1970-09-14,
